model,seed,week,factors_stressed_true,factors_named,week_cost,stockout
openai-gpt-5.4,119,18,disruption,disruption;freight;port;supplier,116,0
openai-gpt-5.4,119,19,disruption,demand,411,0
openai-gpt-5.4,119,20,disruption,disruption,569,0
openai-gpt-5.4,119,21,disruption,port,138,0
openai-gpt-5.4,119,22,disruption,port,121,0
openai-gpt-5.4,119,23,demand;disruption;port,demand;freight;port,92,0
openai-gpt-5.4,119,24,demand;disruption;port,port,386,0
openai-gpt-5.4,119,25,demand;disruption;port,demand;port,522,0
openai-gpt-5.4,119,26,demand;disruption;port,,517,0
openai-gpt-5.4,12,1,,demand,228,0
openai-gpt-5.4,12,2,,supplier,192,0
openai-gpt-5.4,12,3,demand,,307,0
openai-gpt-5.4,12,4,demand,demand;disruption;quality;supplier,469,0
openai-gpt-5.4,12,5,quality;supplier,disruption;freight,480,0
openai-gpt-5.4,12,6,demand;disruption;quality,demand;disruption;port,161,0
openai-gpt-5.4,12,7,demand;disruption,disruption,465,0
openai-gpt-5.4,12,8,demand,disruption;freight,137,0
openai-gpt-5.4,12,9,demand,,112,0
openai-gpt-5.4,12,10,,demand,242,0
openai-gpt-5.4,12,11,,freight,118,0
openai-gpt-5.4,12,12,,freight,251,0
openai-gpt-5.4,12,13,,,135,0
openai-gpt-5.4,12,14,,,266,0
openai-gpt-5.4,12,15,,demand;freight,140,0
openai-gpt-5.4,12,16,,demand,124,0
openai-gpt-5.4,12,17,port,port,189,0
openai-gpt-5.4,12,18,,,86,0
openai-gpt-5.4,12,19,,demand;freight,61,0
openai-gpt-5.4,12,20,,freight;port,41,0
openai-gpt-5.4,12,21,,demand,29,0
openai-gpt-5.4,12,22,,freight;supplier,109,0
openai-gpt-5.4,12,23,,disruption,343,0
openai-gpt-5.4,12,24,,supplier,342,0
openai-gpt-5.4,12,25,,,347,0
openai-gpt-5.4,12,26,,,23,0
openai-gpt-5.4,135,1,,demand,242,0
openai-gpt-5.4,135,2,,freight,307,0
openai-gpt-5.4,135,3,port,port,123,0
openai-gpt-5.4,135,4,,,425,0
openai-gpt-5.4,135,5,,,173,0
openai-gpt-5.4,135,6,port,demand;port,127,0
openai-gpt-5.4,135,7,,demand,112,0
openai-gpt-5.4,135,8,,,218,0
openai-gpt-5.4,135,9,demand,demand,105,0
openai-gpt-5.4,135,10,demand,demand,183,0
openai-gpt-5.4,135,11,demand,demand,423,0
openai-gpt-5.4,135,12,demand,demand,200,0
openai-gpt-5.4,135,13,,,452,0
openai-gpt-5.4,135,14,,supplier,204,0
openai-gpt-5.4,135,15,,supplier,169,0
openai-gpt-5.4,135,16,supplier,disruption;freight;supplier,129,0
openai-gpt-5.4,135,17,,freight,112,0
openai-gpt-5.4,135,18,,freight,416,0
openai-gpt-5.4,135,19,,freight;supplier,124,0
openai-gpt-5.4,135,20,,demand;freight;port;supplier,97,0
openai-gpt-5.4,135,21,,,501,0
openai-gpt-5.4,135,22,,demand;freight;port,128,0
openai-gpt-5.4,135,23,port,port,108,0
openai-gpt-5.4,135,24,port,port,208,0
openai-gpt-5.4,135,25,demand;port,demand;port;supplier,502,0
openai-gpt-5.4,135,26,demand;port,,488,0
openai-gpt-5.4,14,1,,demand,182,0
openai-gpt-5.4,14,2,,port;supplier,136,0
openai-gpt-5.4,14,3,,demand,113,0
openai-gpt-5.4,14,4,,port;supplier,143,0
openai-gpt-5.4,14,5,,,127,0
openai-gpt-5.4,14,6,disruption,demand;port,97,0
openai-gpt-5.4,14,7,disruption,demand;disruption,238,0
openai-gpt-5.4,14,8,disruption,disruption,339,1
openai-gpt-5.4,14,9,demand;disruption;port,disruption;freight;port;supplier,950,1
openai-gpt-5.4,14,10,demand,demand;supplier,580,0
openai-gpt-5.4,14,11,,demand;supplier,154,0
openai-gpt-5.4,14,12,,demand,133,0
openai-gpt-5.4,14,13,supplier,demand;supplier,110,0
openai-gpt-5.4,14,14,supplier,supplier,93,0
openai-gpt-5.4,14,15,demand,,68,0
openai-gpt-5.4,14,16,demand,demand,39,0
openai-gpt-5.4,14,17,demand,demand,80,0
openai-gpt-5.4,14,18,demand,demand;freight,433,1
openai-gpt-5.4,14,19,,supplier,539,1
openai-gpt-5.4,14,20,,freight,80,0
openai-gpt-5.4,14,21,,freight,60,0
openai-gpt-5.4,14,22,,disruption,279,0
openai-gpt-5.4,14,23,disruption,disruption;freight,57,0
openai-gpt-5.4,14,24,,disruption,47,0
openai-gpt-5.4,14,25,,,341,0
openai-gpt-5.4,14,26,,,9,0
openai-gpt-5.4,145,1,,demand;freight;port,289,0
openai-gpt-5.4,145,2,demand,demand,83,0
openai-gpt-5.4,145,3,demand,,394,1
openai-gpt-5.4,145,4,demand,freight;port,81,0
openai-gpt-5.4,145,5,demand,demand,70,1
openai-gpt-5.4,145,6,,demand;freight;quality,577,0
openai-gpt-5.4,145,7,,,329,0
openai-gpt-5.4,145,8,quality,demand;port,144,1
openai-gpt-5.4,145,9,quality,quality,437,0
openai-gpt-5.4,145,10,,freight,143,0
openai-gpt-5.4,145,11,,port,84,0
openai-gpt-5.4,145,12,port,freight;port,262,0
openai-gpt-5.4,145,13,port,port,104,0
openai-gpt-5.4,145,14,port,freight;port,88,0
openai-gpt-5.4,145,15,port,port;supplier,508,0
openai-gpt-5.4,145,16,port,freight;port,191,0
openai-gpt-5.4,145,17,,demand,383,0
openai-gpt-5.4,145,18,,supplier,159,0
openai-gpt-5.4,145,19,quality;supplier,supplier,463,0
openai-gpt-5.4,145,20,quality;supplier,demand;freight;supplier,103,0
openai-gpt-5.4,145,21,quality;supplier,freight;supplier,114,0
openai-gpt-5.4,145,22,quality;supplier,disruption;freight,167,0
openai-gpt-5.4,145,23,disruption;quality,disruption,42,0
openai-gpt-5.4,145,24,disruption;quality,disruption,23,0
openai-gpt-5.4,145,25,quality,disruption,84,1
openai-gpt-5.4,145,26,quality,,424,1
openai-gpt-5.4,148,1,,freight,368,0
openai-gpt-5.4,148,2,,demand,289,0
openai-gpt-5.4,148,3,,,174,0
openai-gpt-5.4,148,4,,freight,161,0
openai-gpt-5.4,148,5,,demand,136,0
openai-gpt-5.4,148,6,supplier,freight;supplier,113,0
openai-gpt-5.4,148,7,supplier,supplier,97,0
openai-gpt-5.4,148,8,supplier,freight,418,0
openai-gpt-5.4,148,9,supplier,,117,0
openai-gpt-5.4,148,10,supplier,disruption;freight,95,0
openai-gpt-5.4,148,11,supplier,freight,77,0
openai-gpt-5.4,148,12,supplier,demand;freight;port,53,0
openai-gpt-5.4,148,13,supplier,disruption;freight;port,349,0
openai-gpt-5.4,148,14,supplier,freight,353,0
openai-gpt-5.4,148,15,port;supplier,port,372,0
openai-gpt-5.4,148,16,port;supplier,demand;freight;port,50,0
openai-gpt-5.4,148,17,freight;port;supplier,demand;freight;port,428,0
openai-gpt-5.4,148,18,port;supplier,demand;port,431,0
openai-gpt-5.4,148,19,port;supplier,demand;freight;port,435,0
openai-gpt-5.4,148,20,port;supplier,demand;port,440,0
openai-gpt-5.4,148,21,port;supplier,port,122,0
openai-gpt-5.4,148,22,port;supplier,demand;port,425,0
openai-gpt-5.4,148,23,supplier,demand;freight,347,0
openai-gpt-5.4,148,24,supplier,,32,0
openai-gpt-5.4,148,25,supplier,demand,11,0
openai-gpt-5.4,148,26,supplier,,200,1
openai-gpt-5.4,160,1,,supplier,272,0
openai-gpt-5.4,160,2,,,303,0
openai-gpt-5.4,160,3,,demand;freight;port,144,0
openai-gpt-5.4,160,4,,freight;supplier,398,0
openai-gpt-5.4,160,5,,,165,0
openai-gpt-5.4,160,6,,demand;freight;supplier,357,0
openai-gpt-5.4,160,7,,supplier,167,0
openai-gpt-5.4,160,8,,demand,146,0
openai-gpt-5.4,160,9,,demand;freight;supplier,378,0
openai-gpt-5.4,160,10,,demand,169,0
openai-gpt-5.4,160,11,port,demand;port;quality,504,0
openai-gpt-5.4,160,12,,,208,0
openai-gpt-5.4,160,13,,,192,0
openai-gpt-5.4,160,14,,freight,176,0
openai-gpt-5.4,160,15,,freight,151,0
openai-gpt-5.4,160,16,,demand,123,0
openai-gpt-5.4,160,17,,demand;freight,102,0
openai-gpt-5.4,160,18,,demand;quality,84,0
openai-gpt-5.4,160,19,,supplier,198,0
openai-gpt-5.4,160,20,supplier,supplier,454,0
openai-gpt-5.4,160,21,supplier,freight;supplier,122,0
openai-gpt-5.4,160,22,supplier,,101,0
openai-gpt-5.4,160,23,supplier,supplier,77,0
openai-gpt-5.4,160,24,,,59,0
openai-gpt-5.4,160,25,,,39,0
openai-gpt-5.4,160,26,port,,20,0
openai-gpt-5.4,163,1,port,demand;port,270,0
openai-gpt-5.4,163,2,port,freight;port,241,0
openai-gpt-5.4,163,3,,freight,195,0
openai-gpt-5.4,163,4,,demand,161,0
openai-gpt-5.4,163,5,,,150,0
openai-gpt-5.4,163,6,,freight;quality,96,0
openai-gpt-5.4,163,7,,,82,0
openai-gpt-5.4,163,8,,disruption,552,0
openai-gpt-5.4,163,9,,disruption,359,0
openai-gpt-5.4,163,10,,supplier,251,0
openai-gpt-5.4,163,11,,freight,414,0
openai-gpt-5.4,163,12,,demand;disruption;freight,115,0
openai-gpt-5.4,163,13,,disruption;freight,989,0
openai-gpt-5.4,163,14,,freight;port,110,0
openai-gpt-5.4,163,15,freight,freight,82,0
openai-gpt-5.4,163,16,freight,demand;freight;port,59,0
openai-gpt-5.4,163,17,freight;port,demand;freight;port,545,0
openai-gpt-5.4,163,18,freight;port,freight;port,415,0
openai-gpt-5.4,163,19,freight;port;supplier,disruption;freight;port;quality,414,0
openai-gpt-5.4,163,20,disruption;freight;port;supplier,disruption;freight;port;supplier,502,0
openai-gpt-5.4,163,21,disruption;port;supplier,disruption;port;supplier,469,0
openai-gpt-5.4,163,22,port;supplier,disruption;port;supplier,903,0
openai-gpt-5.4,163,23,port;supplier,port,523,0
openai-gpt-5.4,163,24,port;supplier,port,530,0
openai-gpt-5.4,163,25,supplier,,102,0
openai-gpt-5.4,163,26,supplier,,80,0
openai-gpt-5.4,164,1,,freight;port,371,0
openai-gpt-5.4,164,2,,demand;freight,422,0
openai-gpt-5.4,164,3,,demand,174,0
openai-gpt-5.4,164,4,,demand;quality;supplier,153,0
openai-gpt-5.4,164,5,supplier,supplier,136,0
openai-gpt-5.4,164,6,supplier,supplier,140,0
openai-gpt-5.4,164,7,supplier,demand;supplier,379,0
openai-gpt-5.4,164,8,,demand,146,0
openai-gpt-5.4,164,9,,demand,324,0
openai-gpt-5.4,164,10,,demand;disruption;freight,157,0
openai-gpt-5.4,164,11,,quality,165,0
openai-gpt-5.4,164,12,,,363,0
openai-gpt-5.4,164,13,quality,port;quality,149,0
openai-gpt-5.4,164,14,demand;quality,demand;freight;quality,166,0
openai-gpt-5.4,164,15,demand;quality,,472,0
openai-gpt-5.4,164,16,demand;disruption;quality,disruption;freight,168,0
openai-gpt-5.4,164,17,demand;quality,demand;disruption;port,115,0
openai-gpt-5.4,164,18,,demand;disruption,506,0
openai-gpt-5.4,164,19,,disruption;port,132,0
openai-gpt-5.4,164,20,,,110,0
openai-gpt-5.4,164,21,,freight;port,87,0
openai-gpt-5.4,164,22,,freight,72,0
openai-gpt-5.4,164,23,,disruption;freight,52,0
openai-gpt-5.4,164,24,disruption;supplier,disruption;freight,31,0
openai-gpt-5.4,164,25,demand,demand,84,1
openai-gpt-5.4,164,26,demand,,504,1
openai-gpt-5.4,168,1,,freight,319,0
openai-gpt-5.4,168,2,,demand;freight,105,0
openai-gpt-5.4,168,3,,freight,333,0
openai-gpt-5.4,168,4,,,149,0
openai-gpt-5.4,168,5,,supplier,295,0
openai-gpt-5.4,168,6,quality,demand;supplier,136,0
openai-gpt-5.4,168,7,quality,demand;disruption,258,0
openai-gpt-5.4,168,8,demand;disruption;quality,demand;disruption,167,0
openai-gpt-5.4,168,9,demand;disruption;quality,disruption;freight,99,0
openai-gpt-5.4,168,10,demand;disruption;quality,demand;disruption;freight,161,0
openai-gpt-5.4,168,11,demand;disruption;quality,demand;disruption,727,0
openai-gpt-5.4,168,12,disruption;quality,demand;disruption,433,0
openai-gpt-5.4,168,13,disruption,disruption,434,0
openai-gpt-5.4,168,14,disruption,demand;disruption,114,0
openai-gpt-5.4,168,15,disruption,demand;disruption,723,0
openai-gpt-5.4,168,16,disruption,disruption;freight,399,0
openai-gpt-5.4,168,17,disruption;supplier,disruption;freight,139,0
openai-gpt-5.4,168,18,disruption,disruption;freight,123,0
openai-gpt-5.4,168,19,demand;disruption,disruption,98,0
openai-gpt-5.4,168,20,demand;disruption,disruption;freight,818,0
openai-gpt-5.4,168,21,demand;disruption,demand;disruption;freight,95,0
openai-gpt-5.4,168,22,demand;disruption,demand;disruption;freight;supplier,713,0
openai-gpt-5.4,168,23,demand;disruption,disruption;freight,574,1
openai-gpt-5.4,168,24,demand;disruption,freight,514,1
openai-gpt-5.4,168,25,demand;disruption,freight,398,0
openai-gpt-5.4,168,26,demand;disruption;freight,,64,0
openai-gpt-5.4,169,1,,freight,293,0
openai-gpt-5.4,169,2,,,102,0
openai-gpt-5.4,169,3,,freight;supplier,293,0
openai-gpt-5.4,169,4,,,114,0
openai-gpt-5.4,169,5,,demand;supplier,205,0
openai-gpt-5.4,169,6,,quality;supplier,212,0
openai-gpt-5.4,169,7,,freight;port;quality,201,0
openai-gpt-5.4,169,8,,demand,128,0
openai-gpt-5.4,169,9,,demand,213,0
openai-gpt-5.4,169,10,demand,freight,140,0
openai-gpt-5.4,169,11,demand,quality,89,0
openai-gpt-5.4,169,12,,freight;quality,298,0
openai-gpt-5.4,169,13,quality,demand;freight;quality,91,0
openai-gpt-5.4,169,14,demand;quality,demand;quality,68,0
openai-gpt-5.4,169,15,demand;quality,quality;supplier,176,0
openai-gpt-5.4,169,16,demand;quality,demand;disruption,442,0
openai-gpt-5.4,169,17,demand;quality,demand;disruption;freight;port,439,0
openai-gpt-5.4,169,18,port;quality,demand;port,452,1
openai-gpt-5.4,169,19,port;quality,demand;port,632,1
openai-gpt-5.4,169,20,port;quality,port,592,0
openai-gpt-5.4,169,21,port,demand;port,612,1
openai-gpt-5.4,169,22,,,400,0
openai-gpt-5.4,169,23,,,78,0
openai-gpt-5.4,169,24,,,54,0
openai-gpt-5.4,169,25,port,freight;port,33,0
openai-gpt-5.4,169,26,,,18,0
openai-gpt-5.4,178,1,,demand;freight;supplier,277,0
openai-gpt-5.4,178,2,demand,,84,0
openai-gpt-5.4,178,3,demand,demand;freight;port,346,0
openai-gpt-5.4,178,4,demand,,411,0
openai-gpt-5.4,178,5,demand,,277,0
openai-gpt-5.4,178,6,,freight,117,0
openai-gpt-5.4,178,7,freight,demand;freight,92,0
openai-gpt-5.4,178,8,freight,freight,77,0
openai-gpt-5.4,178,9,,,57,0
openai-gpt-5.4,178,10,,supplier,167,0
openai-gpt-5.4,178,11,,quality,74,0
openai-gpt-5.4,178,12,,demand,359,1
openai-gpt-5.4,178,13,port,freight;port,523,0
openai-gpt-5.4,178,14,,demand,414,0
openai-gpt-5.4,178,15,,demand;freight;port,90,0
openai-gpt-5.4,178,16,,freight,66,0
openai-gpt-5.4,178,17,,supplier,229,0
openai-gpt-5.4,178,18,,demand,99,0
openai-gpt-5.4,178,19,,disruption,970,0
openai-gpt-5.4,178,20,disruption,demand;disruption,135,0
openai-gpt-5.4,178,21,port,port,388,0
openai-gpt-5.4,178,22,port,port,430,0
openai-gpt-5.4,178,23,,,432,0
openai-gpt-5.4,178,24,,,107,0
openai-gpt-5.4,178,25,demand,,80,0
openai-gpt-5.4,178,26,demand,,54,0
openai-gpt-5.4,187,1,,demand,257,0
openai-gpt-5.4,187,2,,demand,217,0
openai-gpt-5.4,187,3,,freight,120,0
openai-gpt-5.4,187,4,,freight;port,99,0
openai-gpt-5.4,187,5,,supplier,222,0
openai-gpt-5.4,187,6,,freight;quality;supplier,95,0
openai-gpt-5.4,187,7,freight,freight;supplier,77,0
openai-gpt-5.4,187,8,freight;supplier,freight;supplier,972,0
openai-gpt-5.4,187,9,freight;supplier,freight;supplier,81,0
openai-gpt-5.4,187,10,,,358,0
openai-gpt-5.4,187,11,,supplier,84,0
openai-gpt-5.4,187,12,supplier,,328,0
openai-gpt-5.4,187,13,demand,demand,77,0
openai-gpt-5.4,187,14,demand;quality,quality;supplier,221,0
openai-gpt-5.4,187,15,demand;quality,demand;quality;supplier,111,0
openai-gpt-5.4,187,16,demand;port;quality,port,349,0
openai-gpt-5.4,187,17,quality,demand;quality,445,0
openai-gpt-5.4,187,18,,,95,0
openai-gpt-5.4,187,19,,,74,0
openai-gpt-5.4,187,20,,,226,0
openai-gpt-5.4,187,21,port,port,79,0
openai-gpt-5.4,187,22,port,port,299,0
openai-gpt-5.4,187,23,,disruption,50,0
openai-gpt-5.4,187,24,disruption,disruption,30,0
openai-gpt-5.4,187,25,disruption,disruption,13,0
openai-gpt-5.4,187,26,,,324,1
openai-gpt-5.4,189,1,,freight;port;supplier,256,0
openai-gpt-5.4,189,2,demand,demand;freight;supplier,210,0
openai-gpt-5.4,189,3,demand,demand,170,0
openai-gpt-5.4,189,4,demand,,88,0
openai-gpt-5.4,189,5,demand,,186,0
openai-gpt-5.4,189,6,,,231,0
openai-gpt-5.4,189,7,demand,freight,109,0
openai-gpt-5.4,189,8,demand,demand;freight,188,0
openai-gpt-5.4,189,9,demand,port;supplier,197,0
openai-gpt-5.4,189,10,demand,port,175,0
openai-gpt-5.4,189,11,,freight,106,0
openai-gpt-5.4,189,12,,freight;quality,88,0
openai-gpt-5.4,189,13,,demand;freight,70,0
openai-gpt-5.4,189,14,,demand;freight;port,190,0
openai-gpt-5.4,189,15,,supplier,144,0
openai-gpt-5.4,189,16,,demand;freight;supplier,269,0
openai-gpt-5.4,189,17,,,413,0
openai-gpt-5.4,189,18,,demand;quality;supplier,93,0
openai-gpt-5.4,189,19,,demand,262,0
openai-gpt-5.4,189,20,,demand;freight,89,0
openai-gpt-5.4,189,21,port,port,70,0
openai-gpt-5.4,189,22,,disruption;supplier,46,0
openai-gpt-5.4,189,23,,freight,26,0
openai-gpt-5.4,189,24,,demand;freight,4,0
openai-gpt-5.4,189,25,,demand,306,0
openai-gpt-5.4,189,26,,,309,0
openai-gpt-5.4,194,1,,freight,306,0
openai-gpt-5.4,194,2,,freight,101,0
openai-gpt-5.4,194,3,,,223,0
openai-gpt-5.4,194,4,,,107,0
openai-gpt-5.4,194,5,,supplier,196,0
openai-gpt-5.4,194,6,,supplier,113,0
openai-gpt-5.4,194,7,demand,demand;port;supplier,289,0
openai-gpt-5.4,194,8,demand,demand;supplier,98,0
openai-gpt-5.4,194,9,demand;port,demand;freight;port,425,0
openai-gpt-5.4,194,10,demand;port,freight;port,496,0
openai-gpt-5.4,194,11,port,disruption;freight;port,501,0
openai-gpt-5.4,194,12,port,disruption;freight;port,304,0
openai-gpt-5.4,194,13,port,disruption;freight;port,607,0
openai-gpt-5.4,194,14,port,demand;disruption;freight;port;supplier,607,0
openai-gpt-5.4,194,15,port,port,608,0
openai-gpt-5.4,194,16,,,612,0
openai-gpt-5.4,194,17,,,115,0
openai-gpt-5.4,194,18,,,88,0
openai-gpt-5.4,194,19,,freight;supplier,242,0
openai-gpt-5.4,194,20,,,88,0
openai-gpt-5.4,194,21,,disruption;supplier,99,0
openai-gpt-5.4,194,22,,supplier,202,0
openai-gpt-5.4,194,23,,,79,0
openai-gpt-5.4,194,24,,disruption,156,0
openai-gpt-5.4,194,25,,,53,0
openai-gpt-5.4,194,26,disruption;port,,29,0
openai-gpt-5.4,198,1,,disruption;port;supplier,896,0
openai-gpt-5.4,198,2,,disruption,92,0
openai-gpt-5.4,198,3,,demand;freight,83,0
openai-gpt-5.4,198,4,,quality;supplier,855,0
openai-gpt-5.4,198,5,,,277,0
openai-gpt-5.4,198,6,disruption,disruption;port;quality,105,0
openai-gpt-5.4,198,7,,disruption;freight;supplier,103,1
openai-gpt-5.4,198,8,quality,demand;freight;quality,808,0
openai-gpt-5.4,198,9,,port;supplier,146,0
openai-gpt-5.4,198,10,,supplier,284,0
openai-gpt-5.4,198,11,,freight,93,0
openai-gpt-5.4,198,12,,freight;port,493,0
openai-gpt-5.4,198,13,disruption,disruption;port,97,0
openai-gpt-5.4,198,14,,disruption;freight;port,80,0
openai-gpt-5.4,198,15,,port;quality,171,0
openai-gpt-5.4,198,16,port,demand;port,392,1
openai-gpt-5.4,198,17,port,demand;freight;port,472,0
openai-gpt-5.4,198,18,port,demand;port,620,1
openai-gpt-5.4,198,19,port,port,544,0
openai-gpt-5.4,198,20,port,demand;port,540,1
openai-gpt-5.4,198,21,demand;port,demand;disruption;freight;port,840,1
openai-gpt-5.4,198,22,demand,demand,372,0
openai-gpt-5.4,198,23,demand;port,port;quality,46,0
openai-gpt-5.4,198,24,demand,demand;freight,17,0
openai-gpt-5.4,198,25,,demand,309,0
openai-gpt-5.4,198,26,port,,306,0
openai-gpt-5.4,33,1,,,236,0
openai-gpt-5.4,33,2,,freight,93,0
openai-gpt-5.4,33,3,,,194,0
openai-gpt-5.4,33,4,,disruption,86,0
openai-gpt-5.4,33,5,demand,demand;port,308,0
openai-gpt-5.4,33,6,demand,freight,514,0
openai-gpt-5.4,33,7,demand;port,demand;freight;port,119,0
openai-gpt-5.4,33,8,demand,port,408,0
openai-gpt-5.4,33,9,demand,demand,78,0
openai-gpt-5.4,33,10,demand,,299,0
openai-gpt-5.4,33,11,demand,disruption;freight,105,0
openai-gpt-5.4,33,12,,demand;freight,84,0
openai-gpt-5.4,33,13,,freight;supplier,59,0
openai-gpt-5.4,33,14,,,61,0
openai-gpt-5.4,33,15,demand,demand;freight,227,0
openai-gpt-5.4,33,16,demand,demand;quality;supplier,386,0
openai-gpt-5.4,33,17,demand;supplier,supplier,613,1
openai-gpt-5.4,33,18,demand;supplier,supplier,696,0
openai-gpt-5.4,33,19,demand;disruption,disruption,119,0
openai-gpt-5.4,33,20,demand;disruption,disruption;freight;supplier,112,0
openai-gpt-5.4,33,21,demand;disruption,disruption,881,0
openai-gpt-5.4,33,22,demand;disruption,demand;disruption,456,1
openai-gpt-5.4,33,23,disruption,quality;supplier,437,0
openai-gpt-5.4,33,24,disruption,demand;disruption;port,439,0
openai-gpt-5.4,33,25,disruption;port;supplier,disruption;port,112,0
openai-gpt-5.4,33,26,disruption;port;supplier,,218,0
openai-gpt-5.4,36,1,,supplier,229,0
openai-gpt-5.4,36,2,,demand;port,203,0
openai-gpt-5.4,36,3,,freight;supplier,214,0
openai-gpt-5.4,36,4,,supplier,174,0
openai-gpt-5.4,36,5,,demand;freight;supplier,167,0
openai-gpt-5.4,36,6,,freight;supplier,381,0
openai-gpt-5.4,36,7,,demand,256,0
openai-gpt-5.4,36,8,,demand,138,0
openai-gpt-5.4,36,9,demand,freight,114,0
openai-gpt-5.4,36,10,demand,demand;freight,87,0
openai-gpt-5.4,36,11,demand,freight;port,285,0
openai-gpt-5.4,36,12,demand,,71,0
openai-gpt-5.4,36,13,,port,250,0
openai-gpt-5.4,36,14,,,247,0
openai-gpt-5.4,36,15,,demand;freight,89,1
openai-gpt-5.4,36,16,,,316,0
openai-gpt-5.4,36,17,,demand;disruption,215,0
openai-gpt-5.4,36,18,disruption,disruption;freight;port,260,1
openai-gpt-5.4,36,19,disruption,disruption,728,1
openai-gpt-5.4,36,20,,,613,0
openai-gpt-5.4,36,21,,demand,133,0
openai-gpt-5.4,36,22,,demand,115,0
openai-gpt-5.4,36,23,,supplier,89,0
openai-gpt-5.4,36,24,,,72,0
openai-gpt-5.4,36,25,,,49,0
openai-gpt-5.4,36,26,,,35,0
openai-gpt-5.4,39,1,,demand;freight,282,0
openai-gpt-5.4,39,2,,freight,368,0
openai-gpt-5.4,39,3,,freight,114,0
openai-gpt-5.4,39,4,,freight;quality;supplier,221,0
openai-gpt-5.4,39,5,,,155,0
openai-gpt-5.4,39,6,,demand,267,0
openai-gpt-5.4,39,7,,,255,0
openai-gpt-5.4,39,8,,freight;port,135,0
openai-gpt-5.4,39,9,freight;port,freight;port,236,0
openai-gpt-5.4,39,10,freight;port,disruption;freight;port,619,0
openai-gpt-5.4,39,11,freight,demand;freight,422,0
openai-gpt-5.4,39,12,freight,freight;quality,99,0
openai-gpt-5.4,39,13,freight,freight,77,0
openai-gpt-5.4,39,14,freight,disruption;freight,55,0
openai-gpt-5.4,39,15,,supplier,31,0
openai-gpt-5.4,39,16,supplier,disruption,434,0
openai-gpt-5.4,39,17,demand,supplier,751,0
openai-gpt-5.4,39,18,demand,demand,524,1
openai-gpt-5.4,39,19,demand,,933,0
openai-gpt-5.4,39,20,demand,freight;supplier,165,0
openai-gpt-5.4,39,21,freight,disruption;freight,145,0
openai-gpt-5.4,39,22,demand;disruption;freight,disruption;freight,116,0
openai-gpt-5.4,39,23,demand;disruption;freight,disruption;freight,89,0
openai-gpt-5.4,39,24,demand;freight,disruption;freight,64,0
openai-gpt-5.4,39,25,demand;freight,,41,0
openai-gpt-5.4,39,26,freight,,22,0
openai-gpt-5.4,53,1,,freight;supplier,219,0
openai-gpt-5.4,53,2,,freight;supplier,85,0
openai-gpt-5.4,53,3,demand,freight,306,0
openai-gpt-5.4,53,4,demand,demand,72,0
openai-gpt-5.4,53,5,demand,demand;supplier,320,1
openai-gpt-5.4,53,6,demand;port,port,979,1
openai-gpt-5.4,53,7,demand,demand;freight,440,0
openai-gpt-5.4,53,8,demand,freight;supplier,115,0
openai-gpt-5.4,53,9,demand,demand,83,0
openai-gpt-5.4,53,10,demand;port,port,253,0
openai-gpt-5.4,53,11,port,demand;port,93,0
openai-gpt-5.4,53,12,demand;port,port,167,0
openai-gpt-5.4,53,13,demand;port,demand;port,532,0
openai-gpt-5.4,53,14,demand;port,disruption;freight;port,650,1
openai-gpt-5.4,53,15,demand,disruption,437,0
openai-gpt-5.4,53,16,,demand;disruption,475,0
openai-gpt-5.4,53,17,,demand;disruption,129,0
openai-gpt-5.4,53,18,,,101,0
openai-gpt-5.4,53,19,supplier,demand;supplier,99,0
openai-gpt-5.4,53,20,supplier,supplier,74,0
openai-gpt-5.4,53,21,supplier,freight,360,0
openai-gpt-5.4,53,22,supplier,demand,78,0
openai-gpt-5.4,53,23,,demand;supplier,242,0
openai-gpt-5.4,53,24,,demand,401,0
openai-gpt-5.4,53,25,,,81,0
openai-gpt-5.4,53,26,port,,122,0
openai-gpt-5.4,72,1,,disruption;freight,502,0
openai-gpt-5.4,72,2,,,142,0
openai-gpt-5.4,72,3,,freight,498,0
openai-gpt-5.4,72,4,,freight;port;quality;supplier,197,0
openai-gpt-5.4,72,5,,demand;freight,132,0
openai-gpt-5.4,72,6,,demand,282,0
openai-gpt-5.4,72,7,quality,freight;supplier,475,0
openai-gpt-5.4,72,8,quality;supplier,freight;quality;supplier,191,0
openai-gpt-5.4,72,9,,freight,152,0
openai-gpt-5.4,72,10,port,freight;port,428,0
openai-gpt-5.4,72,11,,,138,0
openai-gpt-5.4,72,12,,demand,375,0
openai-gpt-5.4,72,13,,,163,0
openai-gpt-5.4,72,14,,demand,228,0
openai-gpt-5.4,72,15,,demand,278,0
openai-gpt-5.4,72,16,,demand,210,0
openai-gpt-5.4,72,17,,demand,194,0
openai-gpt-5.4,72,18,,demand,174,0
openai-gpt-5.4,72,19,,,150,0
openai-gpt-5.4,72,20,supplier,,127,0
openai-gpt-5.4,72,21,port;supplier,port;supplier,107,0
openai-gpt-5.4,72,22,port,port,83,0
openai-gpt-5.4,72,23,port,port,63,0
openai-gpt-5.4,72,24,port,port,46,0
openai-gpt-5.4,72,25,port;supplier,port,33,0
openai-gpt-5.4,72,26,demand;port;supplier,,4,0
openai-gpt-5.4,74,1,,,188,0
openai-gpt-5.4,74,2,quality,freight,254,0
openai-gpt-5.4,74,3,,demand;freight;port,110,0
